Code	Stage	Slot	Name	Name (Alternate)	Description 	Strength	Speed	Stamina	Regular Tech	Special Tech	Strength	Speed	Stamina	Intelligence	Willpower	Tactics	Power	Control	Reserves
847	1	4	Crystal Bowling Ball	Hara Bo-ringo Butoukai	Jutsu Using the crystal created from Hyoukai Sabure it can be molded into a heavy crystal sphere that resembles a bowling ball. Three small holes are usually formed at the top of the ball so that someone's fingers may be inserted for easy use of the ball. The ball can be rolled or tossed at an enemy but oddly enough due to its delicate nature often breaks and bursts into tiny crystal shards. These shards can cause cut but nothing to deep.														
847	1	5	Crystal Slippers	Hara Uwazouri	Jutsu When activated this jutsu lasts the rest of the battle as long as a constant supply of chakra is fed to the feet. This causes chakra to keep the Harimusha user stable on any crystal floors that are created so they will not lose their balance. It allows them to run, glide, sprint, walk, and jump off of crystal as if it was normal stone or grass. Note: Will not work on walls or inverted surfaces until Kinobori no Jutsu is known and does not increase speed.														
847	1	6	Open Slot																
847	2	1	Crystal Item Creation	Hara Kajou Soushi	Jutsu By using a handful of crystal the Harimusha can make any small item that he wishes. At this level only small items such as kunai, shuriken, senbon, and even crystal containers can be made. The crystal usually shatters upon impact, including if it does break the skin, so that the enemy cannot throw it back and it may be able to get crystal shards stuck in a wound. The crystal may also be made transparent or opaque so that things such as explosive notes may be hidden in it, which only refers to the crystal container.														
847	2	2	Crystal Body Switch	Hara Kawarimi	Jutsu Yet another variation of one of the most common jutsu on the entire planet. Normal Kawarimi replaces the user with a nearby object, usually a log, while in Hara Kawarimi's case the user is replaced with a thick slab of crystal. Usually when hit depending on the strength, the crystal either crack and break into several pieces or receive minor structural damage. If the enemy uses a stage two or lower jutsu or has a strength less then half the creators power the slab of crystal simply has a chip removed while damaging the attackers hand. Like normal Kawarimi this may only be used twice per battle in conjunction with regular Kawarimi. Meaning that only a max of 2 Kawarimi's may be performed per thread.														
847	2	3	Walking Mirror Clone	Toho Kikan Bunshin	Jutsu A clone that is a mirror the size of the user made from crystal. The clone shares 1/10th the users stats and may use one known jutsu per thread granted it is a crystal technique and it has the proper stats. Base Effect: One clones may be created. Stage 3 Effect: Two clones may be created. Stage 4 Effect: Three clones may be created.														
847	2	4	Crystal Rose	Hara Bara	Jutsu A simple jutsu in which the user creates a special piece of crystal resembling a rose or other flower. The unique construction of the â€œflowerâ€ allows the crystal to pick up any sounds within 10 feet of it. The sound resonates within the flower to a frequency that can be picked up by a special earpiece also made during creation. The sounds can be clearly transmitted from the flower to the earpiece within a 400 meter radius. The flower is usually used in information gathering where stealth is important or a transmission contains sensitive material that cannot be intercepted. Up to two flowers can be created per thread, but only one may be listened to at a time.														
847	2	5	Crystal Hand	Hara Te	Jutsu After finishing a series of hand seals, two crystal hands will burst out of the ground attempting to grab the enemy about the ankles and hold them in place. The hands are just slightly larger than the user's and can stretch 1 foot from the surface. If the hands grab the opponent, he will be bound for one post (grabbed and bound in the same post) unless he has a base strength equal to half of the Harimusha's control. Then he can break free.														
847	2	6	Open Slot																
847	3	1	Fiber Crystal Fields	Sen'I Hara Nora	Jutsu Fiber crystal is easily one of the most annoying things ever. It cuts, stings, sticks, and plain old annoys everything in sight. By breathing out a cloud of fiber crystal in any which direction it litters the ground within twelve feet with tiny sharp pieces of fiber crystal. Anyone dumb enough to step in it has it erupt into the air as a dust cloud of crystal where it sticks to their skin and causes irritation and cuts. Base Effect: Jutsu lasts for 2 posts. Stage 4 Effect: Jutsu lasts for 3 posts. Stage 5 Effect: Jutsu lasts for 5 posts.														
847	3	2	Slip and Slide	Tsukegami Soshite Waku	Jutsu By using Hyoukai Sabure no jutsu as a base the Harimusha can transform the ground beneath them into extra slippery, solid crystal. The created crystal is usually hard to walk on or keep your balance on for a long periods of time. Usually Hara Uwazouri (Crystal Slippers) is needed to walk on the crystal without falling. Base Effect: An area with radius of 20 feet is covered in crystal. Stage 4 Effect: An area with radius of 25 feet is covered in crystal. Stage 5 Effect: An area with radius of 30 feet is covered in crystal.														
847	3	3	Looking Crystal	Sewa Hara	Jutsu Using Mado Hame the Harimusha can connect several panes of Crystal with chakra. These windows essentially become a way to look into another area with out being there. The user can change which window he is looking through by creating minor chakra surges throughout the window. These surges can be used to change the size of the original panel but can never be smaller than 4"x4". This jutsu is ideal for spying or searching for people or even getting a view at an enemies back side among other things. To use this, a window must be within 30 yards.														
847	3	4	Lightning Crystal Kunai	Raikou Hara Kunai	Jutsu By forming a crystal kunai with Hara Kojou Soushi no jutsu the shinobi can store the lightning used to actually create the crystal inside of it. (The blade, not handle) This causes the crystal to release sparks as it moves through the air and even glow a slight red color. The lightning kunai can then be thrown at the enemy, obviously, and upon impact with an enemy it sends shocks through out the targeted limb. The shocks contain the power of Raiton: Raikou Boruto no Jutsu (Stage 2).														
847	3	5	Mirror Arsenal, Confusion	Kikan Heikishou, Konemi	Jutsu Possibly one of the most hectic jutsu of the tree. The shinobi makes several small mirrors with any available crystal. Then using chakra to make them levitate into the air in a circular pattern around the battle the user can almost create utter chaos when throwing a projectile. When a projectile is released for every mirror an additional projectile of the same design is released at the target from the direction of one of the mirrors. When used in combination with clones it is nearly impossible to tell which one is real unless the enemy has a keen eye because the fake projectiles often release glimmers of light before hitting. The mirrors last a total of one post. The mirrors create one holographic projectile for every real one thrown. Base Effect: Two mirrors are created. Stage 4 Effect: Four mirrors are created. Stage 5 Effect: Six mirrors are created.														
847	3	6	Open Slot																
847	4	1	Crystal Chasm	Hara Tanima	Jutsu Refining any available crystal in the ground the shinobi creates a hollow square. The block is almost ten feet deep, ten feet wide but only six feet long. When a victim steps on it or if they are on top of it when it is created under them, the top piece shatters causing anything and anyone on it to fall inside the pit. After this occurs one of three things can be done, the first being the most obvious. The first one causes the top sheet of crystal to reform trapping the enemy inside of it acting as a prison. The prison can be broken with a ninjutsu of stage 3 or a strength (with bonuses) equal to the Harimusha's control. The second use is simply letting the broken crystal fall into the pit with the victim obviously slicing them up. This is often combined with Hyoumenka Hara no jutsu to cause the crystal walls to break as well for even more slicing and dicing action. The third and final use is setting up traps inside the case such as explosive tags trapping the target inside with whatever the trap is.														
847	4	2	Crystal Weapon Creation	Hara Buki Soushi	Jutsu A more advanced version of the normal Hara Kajou Soushi no jutsu. Before only small things can be created but at this can create things such as katana, short swords, small axes, daggers. Basically anything that is a weapon but still not that large such as a broad or cleaver sword. These weapons are semi durable and can be used in combat amongst normal weapons but after being used to much they are known to shatter so making more then one may be advised. Only up to two weapons may be created at a time. Please note that normal weapon rules apply and you may not, for example, use two cleaver swords at a time.														
847	4	3	Crystal Spike	Hara Gosunkugi	Jutsu A commonly used jutsu for almost any clan member. The clansman causes the crystal beneath him to shift in a circle until a perfectly shaped spear of crystal is released upwards from the ground. The spear is about three feet in length and several can be created at a time. Each spike can then be â€œlaunched' at the target as if from a cannon after the shinobi pulls them out of the ground. Please keep in mind when making several spears they do not come from the same swirl, rather you make several swirls at the same time. Base Effect: Two spikes may be created. Stage 5 Effect: Three spikes may be created. Stage 6 Effect: Five spikes may be created.														
847	4	4	Grasping Crystal	Shuunran Hara	Jutsu The Harimusha can send chakra into any available crystal but instead of expanding it to cover the entire area, a pillar of bending and curving crystal is released towards the enemy. When it is first released it is only about two feet high but can literally stretch up to twenty feet to grasp a jumping enemy in its icy cold interior. Upon making contact the crystal wraps itself around the enemy's feet or legs and crystallizes upwards usually stopping at the waist. If the target is caught in the air they are actually held in the air. The binding crystal lasts two base posts but someone with a higher strength + bonuses than the Harimusha's Control + reserves can break it with ease.														
847	4	5	Breaking Fields	Hyoumenka Nora	Jutsu The Harimusha member uses a large sum of chakra to turn all of the ground in one direction into pure crystal. The affected area can be no larger than 5 meters long x 1 meters wide. After the first phase is complete the crystal is often shifted up to make the ground irregular and almost mountainous and after that the Harimusha forces the ground to literally explode outwards in a wave of crystal with a blast radius of 5 meters. Anyone caught inside of the explosion often finds themselves with many, many cuts and some crystal pieces sticking out of their skin. While this jutsu is not fatal it is very painful and makes one hell of a combination with Saiten Ten no jutsu.														
847	4	6	Open Slot																
847	5	1	Crystal Clone	Hara Bunshin	Jutsu A much better version of the Walking Mirror Clone. This clone is not done with mirrors but is a physical manifestation in the likeness of the original shinobi. This jutsu will create a number of clones that do not require continuous chakra input from the user. The clones have full base stats as well as 1/3 of any bonuses beyond that. 16 Reserves: One clone may be created. - 23 Reserves: Two clones may be created. - 30 Reserves: Three clones may be created.														
847	5	2	Piercing Tentacle	Ketatamashi Shokushu	Jutsu By shaping any available crystal the Harimusha can create what looks like a single tile in the ground. The tile can travel along any terrain style for up to twenty feet before going out of range and the user must hold their final hand seal to move the tile. Upon the release of that seal and the formation of several more seals the tile bursts outwards into a very thin, sharp, and smooth tendril made of pure crystal. The tentacle can travel at high speeds towards the enemy and turn up to 360 degrees. Upon being released it can travel an additional thirty feet before coming to a halt. The tendril has the power to impale the target and even break bones if the enemy is unlucky enough to have a bone hit. 16 Reserves: One tentacle may be created. - 23 Reserves: Two tentacles may be created. - 30 Reserves: Three tentacles may be created. Note: If the tendril fails to strike someone no matter how long it is instead of shattering or turning back into sand the long crystal blade hangs in the air. Also note this can be used in combination with Hara Tanami.														
847	5	3	Invisible Orb	Meimei Kyuutu	Jutsu An odd technique that serves as a shield. By creating a dome of crystal around the user that usually extends out several feet in every direction the shinobi creates an artificial defense. The solid crystal dome requires a strength(Bonuses included) equal to or greater than the users power + Control to shatter or a stage six or higher ninjutsu to shatter. The dome will last for one post. The dome will crumble to pieces after the post limit has passed. Holding it out for so long forces them to take one post to recover in addition they cannot use the dome again for three posts. Also, the user must have a hand either on the ground or the wall of the dome at all times while the shield is activated. If their hand is removed, the dome will begin to break as if the post limit had been reached.														
847	5	4	Giant Crystal Object Creation	Hara Kyojin Mono Soushi	Jutsu Basically the final form of crystal item creation. At this point the user can take a large sum of crystal and literally form it into any shape they want granted that it isn't over two feet bigger than they are. The crystal is far more durable than the one handed version so it takes longer for it to shatter (Granted you aren't missing and hitting solid rock) but only one item may be created at a time. Things like cleaver sword/axes, Bo staffs, and maces may be created but there isn't anything stopping you from making a life like statue of yourself, if you are into that kind of thing.														
847	5	5	Crystal Skin	Suishou Hada	Jutsu Solid crystal in its liquid form completely covers the user's body making them a solid white figure. The crystal then hardens to an extreme level but is kept malleable and flexible due to continued contact with the source of chakra. The user retains full range of motion and can move, see, and hear as if the crystallized surface were not there. The armor requires a good deal of the user's stamina and Control only lasting the number of posts equal Control divided by 6. 19 Control: The armor is impervious to ninjutsu of stage 4 or lower and physical attacks by those with a base strength of 17. - 26 Control: The armor is impervious to ninjutsu of stage 5 or lower and physical attacks by those with a base strength of 21. - 33 Control: The armor is impervious to ninjutsu of stage 6 or lower and physical attacks by those with a base strength of 25. 18 Reserves: The armor lasts 3 posts. - 25 Reserves: The armor lasts 4 posts. - 32 Reserves: The armor lasts 5 posts. Note: This jutsu does NOT increase one's strength or attack power for the sake of balance and simplicity.														
847	5	6	Open Slot																
847	6	1	Hara Maru	Hara Maru	Jutsu The Harimusha member performs the necessary hand seals and then slams their palm on to the ground while yelling the jutsu's name. As they do so, a wave of crystal will emerge from their central location and stretch out in every direction. It will cover everything (with the exception of people and animals) for 75 feet in every direction with a layer of crystal, including trees, bushes, homes and what ever else is in its way. The crystal is as slippery as wet ice and is extremely difficult to walk on without the aid of Reinigiri, Suimen Hokou no Gyou or Hara Uwazouri. The purpose of this jutsu is to not only put the opponent at a distinct disadvantage but also to create a wealth of crystal ready to be used by the Harimusha.														
847	6	2	Disco Ball: Death	Disuko Butoukai: Oujou	Jutsu Ah what an odd name, quite humorous too. Basically the user creates dozens of sheets of crystal and melts them together to form a gigantic disco ball of sorts. The ball is attached to a chakra string and is hoisted about twenty feet over head of the battle where it hangs ominously, or well maybe it would just make the enemy think you have a really tacky sense of fashion, and bad idea of what is good music. Anyway, by carrying around the string the user can pump chakra directly along the wire and into the ball forcing several pieces of the crystal to erupt outward as crystal tentacles. The tentacles launch down towards the ground in a fashion similar to Ketatamashi Shokushu no jutsu, and the large tendrils will also withdraw back into the ball after making an assault. 21 Intelligence: Disco ball will last for 4 posts. - 28 Intelligence: Disco ball will last for 5 posts. - 35 Intelligence: Disco ball will last for 6 posts.														
847	6	3	Crystal Giant Cicada	Kurisutaru Kyojin Higurashi	Jutsu Using a large sum of crystal and chakra the Harimusha member can craft a giant made of pure crystal. While no giant are identical and each has their very own minuet details they are all the same in essence. Each giant stands up to ten feet tall and typically has details that resemble a gigantic cicada including gigantic crystal wings, and multiple legs. Due to the material the giants are made of they are extremely slow and not agile at all. They can hardily dodge attacks, and barely keep up a jog that would make an old man look fast. But while all of these are true these giants are extremely durable and extremely strong. Getting hit by one would surely equal having a bone or two broken and probably leave some rather nasty gashes. If the shinobi chooses to he can make the Cicada's burrow underground in order to sneak up on an enemy. As for the durability like I stated before they are extremely hard to break, it requires a strength of at least fifty or a stage six jutsu but it would probably be much wiser to just run from them. Please keep in mind that these giants last for a base of three posts and cannot be summoned again until ten turns have passed. Stats- Strength: 30, Speed 5, Stamina 30 22 Reserves: One cicada can be created. - 29 Reserves: Two cicada can be created. - 36 Reserves: Three cicada can be created.														
847	6	4	Through the Looking Crystal	Tsuujite sono Sewa Hara	Jutsu This essentially takes Sewa Hara no jutsu and takes it to the next stage. The pathways connecting the window are far more stable so that certain things may cross through it. Things like weapons, projectiles, items, and tags may go through it but anything like a jutsu will cause it to break. (Including jutsu created items) The pathway is too uncontrollable for live flesh to touch it and chances are anyone trying to go through it would cause the person to literally rip apart. Keep in mind the creator must send chakra to it to open the pathway so throwing something back is a little hard and can only be done simultaneously when the chakra touches the window. To use this, a window must be with in thirty yards.														
847	6	5	Angel Wings	Mitsukai Tsubasa	Jutsu A graceful jutsu of the Harimusha few see and live to tell about. The technique requires the user to know Suishou Hada as the wings are an extension of the skin. Upon creating the wings, the user automatically knows how to use them as an extension of themselves. They require no prior training or instruction. The wings have an average span of about 14 feet from tip to tip. The feathers are made completely of crystal and are as sharp as kunai. The wings can be used offensively but are limited to mainly swoops, slashes, and swipes as there are not very dexterous. The wings can also be used as a defensive measure. By wrapping the wings around oneself, most projectile attacks can be deflected as well as some physical attacks. The wings have the ability to block two stage 5 jutsu a thread but will be so tattered and torn after the second that they will not last after the second attack. The wings may only be summoned once a thread. Note: A base strength equal to the Harimusha's control is needed to break through the wings with physical contact. Also, flight is out of the question.														
847	6	6	Open Slot																
847	7	1	Maze of Lost Souls	Meiro Rosuto Kontan	Jutsu Easily the most powerful jutsu for the entire clan and one few people often reach. This breathtaking and amazing jutsu has three phases that will bring it to its peak of power. First and foremost the user must obviously charge a large sum of chakra over an entire post before using this jutsu. When that is completed they can release that chakra into any amount of crystal and simply have that crystal expand to encompass a fifty yard radius. That chakra is then released causing a large square of Crystal reaching about ten feet high to surround the entire area. Following the first square thousands of more opaque crystal walls of the same height jut out from the sand forming what would seem to me a maze. Endless corridors, confusing turns, dead ends, and many paths that lead back to where the enemy started fill this vile maze, they don't call it the maze of lost souls for nothing, hell it only has one exit. To keep an enemy from simply jumping out of the maze the top of the maze is coated with a translucent crystal that lets light in but sadly for the victim nothing out. The user himself could easily maneuver through the maze by molding the crystal with his chakra so that it simply parts itself allowing the user to walk through the created hole. While that alone is enough to annoy an enemy to no end and most likely get them lost that isn't the end of it. The third phase comes next and it is the most dangerous phase as well. When the Harimusha member finds himself with in twenty yards of his enemy he can activate a number of jutsu that make this confusing maze into a deadly maze. Jutsu such as Ketatamashi Shokushu no jutsu, Hara Tanima no jutsu, Tare Shanderia no jutsu and many others can be used while inside here and still at a range thanks to an amazing jutsu called Sewa Hara no jutsu. To break through a pane of crystal the enemy must have a strength (Bonuses included) greater than the Harimusha's Control + power. A ninjutsu of stage 5 will break the inner panes of the maze but not the outermost. A stage 6 jutsu is required to break the outer walls and ceiling. The crystal maze lasts as long as one half the creators' reserves. The jutsu takes such a large amount of chakra that the creator often finds himself tired after creating it so they must take one turn to recover before moving on. Once the technique is totally done and gone through all faces and dissipates the user may find themselves unconscious. This may only be used once per thread. Note: Note that the crystal coats over all the terrain flattening it back into the ground.														
847	7	2	Marking Point	Saiten Ten	Jutsu Quite a deadly jutsu, by forming a complex set of hand seals a certain area can be marked with something that can only be labeled as a chakra beacon. While in essence it isn't a pure chakra beacon it is simply a crystal pillar that raises a few feet off the ground that emits large waves of chakra to any crystal in the area. These waves of chakra cause any crystal to shatter into extremely sharp and rigged shards. The next post all the broken crystal slowly, at first, lifts of the ground and points towards the beacon. With in what feels like a second all the crystal begins to fly towards the beacon slicing and dicing anything in its way and any unlucky soul that is caught in the middle will most certainly die. Once the crystal reaches the beacon it shatters and clings to it until all the shattered crystal in the area converges on one single spot creating a giant ball of broken crystal. Note: If not properly prepared the crystal will also hurt allies and yourself since you can't technically Control it.														
847	7	3	Spearhead Field	Saizensen Ryouiki	Jutsu The user holds their hands palm up while concentrating large amounts of chakra into the ground via Hyoukai Sabure. During this process, the hands of the user will seem to be covered in violent electricity as they form the crystal needed. Once a field with a radius of half a mile has been prepared, the attack is ready. Quickly, the user thrusts his hands into the air bringing them together at the apex, hands forming a cup. As they do this, crystal spears will begin to launch out of the ground at incredible speeds reaching up to 20 feet. The area will be covered by giant crystal spears in a matter of moments. A small circle where the user stands at the center of the field will be the only spot within the radius absent of spears. Note: This jutsu only requires opponent permission if he or she is within the radius of the attack.														
847	7	4	Ultimate Crystal Clone	Kyuukyoku Hari Bunshin	Jutsu The user, having reached the zenith of crystal Control , is now ready to learn and utilize their most powerful clone. The clone, made of pure crystal, is formed into a humanoid mass resembling a manikin. When the clone is made, it is given the crystal wings that almost all Harimusha know at this level. If they do not know Mitsukai Tsubasa, the clone will not have the crystal wings. The clone is armed with all of the Harimusha's clan jutsu of stage 6 and lower but may only use two jutsu before collapsing into a pile of sand. Also, the shinobi's main weapon is cloned as well so that it may fight using a Tai style. The clone has full base stats of the user and 1/2 of their taijutsu bonuses. The user can summon one bunshin at a time, but twice a thread.														
847	7	5	Open Slot																
847	7	6	Open Slot																
846	1	1	Enfade	Fuuka no Jutsu	Making a quick, single handseal, the user chooses an object before casting the illusion. The user whistles, and if the whistle is perceived then the illusion is triggered. The target in question suddenly appears to have been heavily weathered with vegetation growing over it: making a thing appear as if it hadn't been touched in years in a matter of an instant. Buildings appear to be horridly cracked, vines and plants growing in and around them: weapons suddenly seem brittle and wrapped in vines. Attacking with a weapon, or touching something seeming effected will dispell this effect instantly.														
846	1	2	Flower	Hana no Jutsu	Descripiton: The user opens their hand to reveal something, and if the target watches then the genjutsu is triggered. The user appears to have created a single flower; dandelion, rose, what have you. Then if they look at the ground there will be lots of flowers, any stable ground they look at is covered in flowers, obscuring the actual details of the ground.														
846	1	3	Love of Nature	Tensei Aikou no Jutsu	Upon hearing the trigger words 'Look around you', the forest and nature around the target will suddenly seem highlighted mentally. It isn't so much that everything else is out of focus, as much as anything natural is more in focus, drawing importance to it and making it hard not to take notice of it.														
846	1	4	Grass Stalks	Kusanone no Jutsu	The user holds the final seal of this jutsu for an extra moment, using it as the trigger for the genjutsu. Then when they make a throwing motion, sharp needles of grass seem to fly towards the target with a noticeable '˜fwip' sound. The needles are never actually felt though. Min Duration: 1 Base Duration: 1 Max Duration: 1														
846	1	5	Pine Clone	Ki Bunshin no Jutsu	After completing the handseals, the user reveals an object. If the target looks the genjutsu triggers. For the duration, clones appear that seem to rise from the ground. They have a brittle exterior that looks like bark, but upon the opponent swinging at them they will find them to be illusions. Base Effect: can make 1 clone -stage 2: can make 3 clones --stage 3: can make 5 clones Min Duration: 2 Base Duration: 2 Max Duration: 2														
846	1	6	Open Slot																
846	2	1	Nature's Espionage	Etai Teichi no Jutsu	After concealing their form in any way (from kicking up dirt, throwing dust, or throwing smoke, etc.) anyone who witnesses the cover is caught in this genjutsu. The user takes on an appearance similar to any natural occurrence near them, the colors of their skin as well as their hair and clothing become the same as the background, making them difficult to notice in comparison to their surroundings. They cannot look similar to man made objects. If the user is touched by someone, even an ally, this genjutsu is dispelled.														
846	2	2	Rise of Nature	Hamukau Etai no Jutsu	If the enemy sees the last handseal of this genjutsu, they will suddenly see the plants in the area moving towards them slowly, growing inch by inch. The plants never actually touch the enemy though. The movements are rather threatening, they sometimes grow upwards and try to slam down on the enemy, or wrap around their leg. Even if there are no plants, they begin to grow from the ground. Afterward, they disappear.														
846	2	3	Allergic Reaction	Kafunshou no Jutsu	Upon opening their hand as if throwing something, which triggers the genjutsu if noticed by the target, a small cloud of spores flies at the enemies face. For the remainder of the genjutsu they will fill a tickle at their nose, once per post, causing an urge to sneeze. For some odd reason, no matter the duration left, this can be dispelled by kai in one shot.														
846	2	4	Clamp	Kasugai no Jutsu	The user makes a single, two handed handseal, before stomping one foot to the ground. If the opponent notices the stomp, the genjutsu is triggered. Under the enemy, a venus fly trap the size of their leg pops out of the ground by swiftly popping up, then attempts to bite at their leg. Min Duration: 1 Base Duration: 1 Max Duration: 1														
846	2	5	False Spikey Balls	Heki Gosunkugi-Tama no Jutsu	After handseals the user coughs into their hand (which serves as the trigger if seen) before taking in a deep breath of air. When the blow out, anyone who witnessed the trigger will see green golf-ball sized balls spit out in a flurry. When they soar through the air, they will grow in size and extend sharp spikes. These balls never actually hit their target, and cannot even cause illusionary damage. Min Duration: 1 Base Duration: 1 Max Duration: 1														
846	2	6	Open Slot																
846	3	1	Grip	Totte no Jutsu	After shouting 'Be still,' or a phrase including '˜still', the ground beneath the enemy bursts open as a vine suddenly shoots out of it, quickly wrapping around his body. The vine does not stop the person, but slows their movement as they have to tug against the resistant vine to make it give them some slack. Min Duration: 0 Base Duration: 1 Max Duration: 2														
846	3	2	Nature's Wrath	Doki Etai no Jutsu	The user whistles after handseals and if the target hears it then they are caught. This genjutsu takes immediate effect. Plants seem to break through the ground behind teammates, enemies, animals, anything living in the area that they are aware of. These plants quickly cover them and after a long, mighty scream and a sudden spray of blood, 'drags' them underground. Afterward, they appear to 'sink' out of the ground. Min Duration: 0 Base Duration: 1 Max Duration: 1														
846	3	3	Aerial Assault	Kakuu Kagai no Jutsu	After forming the handseals, the user raises his hands to the sky. Those that look at his raised hand are trapped in the genjutsu and the shrill sound of an eagle letting forth a mighty cry can be heard. Ripping down from the skies comes forth a mass of eagles that seem to darken the sky almost completely; blocking the user out of sight from the opponent. Regardless of evasion, the birds seem to hit, they pick and peck at the enemy mercilessly for the post. Min Duration: 1 Base Duration: 1 Max Duration: 1														
846	3	4	False Root Spear	Heki Tsukene Yari no Jutsu	Simple enough. if they happen to see the user as they finish handseals, A spear made of roots attacks the target,. Where it comes from is up to the user. This feels very much real before collision, and bears incredible similarity to the Ninjutsu of the same name. There is an obvious reason for such a similarity. Min Duration: 1 Base Duration: 1 Max Duration: 1														
846	3	5	Demon Roots	Oni Yari no Jutsu	At random spots around the battlefield, one almost always close to the target, the ground explodes into a mess of exposed roots. This is activated by the target seeing the user while performing it, and if they stay still the shrapnel will cause overwhelming illusionary pain. Luckily, this fake barrage can be easily dodged. They explode at the beginning of each post														
846	3	6	Open Slot																
846	4	1	Vicegrip	Fuzentatte no Jutsu	With a stomp on the ground to trigger the genjutsu, a venus fly trap pops up under the enemy and quickly grips their legs. This effectively keeps them still, legs down. Attempts to move will be met with the ever so delightful sound of flesh and bone being ripped into, the victim will begin to believe that they're legs are being eaten by the venus fly trap. Min Duration: 0 Base Duration: 1 Max Duration: 1														
846	4	2	Godly Strength	Kamigami riki no Jutsu	After completion of seals, the user claps loudly, anyone who hears the sound is caught. The user will appear totally normal. That changes when they start moving. Every step they make the earth cracks. A single breath causes trees meters away to rustle. Punches seem to rip giant craters into the ground, and even a limb so much as tapped by the user will suddenly feel like it was snapped in half. Everything returns at the end of the genjutsu; none of the craters or broken things are real, mere genjutsu making them appear as they did'¦well, unless the user was actually that good, but that's doubtful.														
846	4	3	Thousand Grass Cutter	Senbai Suu no Jutsu	The user throws a hand up into the sky, if the opponent looks at the hand they are caught. The motion causes a rain of grass stalks, all three inches in length, to fall towards the earth in a swirl. They seem to float daintily towards the enemy for the first second, and then afterward, they become much more deadly. Each single stalk seems to be sharper then even the greatest blades, slicing through weaponry, armor, and the body of the opponent. Even if the opponent moves they will find their mark. Naturally, due to their size, they can't go far into the body, just an inch. Min Duration: 1 Base Duration: 1 Max Duration: 1														
846	4	4	False Thorn Dragon	Heki Keiryu	After stomping on the ground for a trigger, the earth seems to swell up until a 4 meter long European dragon made of vines and thorns from the ground. During its one post of activity the beast well spray a wave of thorns towards any targets before it. This gives the appearance that the beast is not only attacking those trapped in the genjutsu, but their allies. Not only the thorns are dangerous, but being hit by the beast flapping wings can be just as painful. Min Duration: 1 Base Duration: 1 Max Duration: 1														
846	4	5	False Instant Relocation	Heki Kusa Shunshin	(New) This genjutsu is triggered by holding a tiger seal. Anyone who perceives the seal will see a large flurry of grass rise up around the target and cycle around them as if they are performing Kusa Shunshin. But that is not all. Within the cycle of grass the user can escape, and a single illusionary clone is created of the target. This clone cannot move from where it appears, but it can wave and taunt a target from its location.														
846	4	6	Open Slot																
846	5	1	Chameleon	Gisou no Jutsu	After causing a debris based distraction (dust, sand, smoke) the user becomes invisible to those he does not wish to be seen by (read: enemies; teammates may see him/her normally), blending in totally with the background. If he was to make a sound, it would be heard, but otherwise, his scent is hidden from detection. This can be used on the user's items as well, but as soon as it leaves their touch it will become visible again. Being noticed breaks this genjutsu.														
846	5	2	Monstrous Plants	Kaijuu Koubu no Jutsu	Once making eye contact with a target, they will see plants of the user's choice burst forth from the ground, quickly growing to any size of their choice; though it cannot exceed the size of a summon such as Manda or Gamabunta. They mutate in the very same post, becoming monstrous mutations of what they once were. Sunflowers may become a large plant full of kunai-shaped seeds in the middle and a mouth that could swallow things whole, and you get the whole idea. Any injuries they create disappear after the duration. Base Effect: 2 plants can be made -Intelligence 24: 4 plants can be made --Intelligence 31: 6 plants can be made														
846	5	3	Hell Leeches	Makai Hiru no Jutsu	This Jutsu is activated vocally. Any sound will do. Leaping up from the ground, a leech latches on to any exposed flesh the target's body, sucking hungrily at his body for two posts before falling off. During this time, the victim feels immense illusionary pain, as if being impaled by a rusty spear or katana. That's not all, though. The leech burrows into the skin, and the skin closes in after its entrance. The feeling of a leech burrowing through your internal organs is not a pleasant one. If they use this Jutsu again after it has expired, it merely feels like the leech has begun moving again. With repeated usage, it becomes more painful.														
846	5	4	False Exploding Plants	Heki Kibaku Kusaki no Jutsu	Descripiton: The user makes a single handseal, before touching any plant. Afterwards, they quickly get away from it, and usually stay away. The next post, the plant will seemingly explode with the force of one exploding note. Min Duration: 2 Base Duration: 2 Max Duration: 2														
846	5	5	False Life Tree	Heki Ukiyo-ki	Descripiton: This genjutsu requires the user to kneel down and smack the ground, anyone who witnesses this is trapped in the genjutsu. Where the ground was tapped a tree sprouts then grows to massive proportions. Soon the tree is 5 stories tall, seeming to even break through rooftops and shadow the city for those trapped in the genjutsu. While they are under the effects of this genjutsu, they visualize all of their ninjutsu as failing. Katon sputter soon after leaving their mouth, and targetted ninjutsu fly way off course and are quickly given up on.														
846	5	6	Open Slot																
846	6	1	The Deadly Vetch	Karasunoendou nai no Jutsu	A torture genjutsu that can only be triggered in calm situations. The shinobi places a palm on the target's chest and holds it there to trigger the genjutsu. Once a go, a large plant seems to grow from beneath their palm (Nothing like the vetch of its namesake), and grows 4 massive vines that wrap themselves around the target. Within the first post the plant wraps itself tight enough for a mighty pressure to be felt as it squeezes them. From then on, any post where the user says the word '˜spike', the anywhere the '˜Vetch' is touching will feel like massive spikes are being shoved into the person's body, and then retreating.														
